name,companyType,employeeCountRange,foundedYear,industries,numFollowers,specialties,squareLogoUrl,websiteUrl,group
Fexco,Privately Held,1001-5000,1981,Financial Services,more than 1000,"Dynamic Currency Conversion,Retail Foreign Exchange,Multi-Currency Pricing,Expense Management Services,Tax Refunds,Global Payment Solutions,Asset Finance,International Money Transfer,Business Foreign Exchange",https://media.licdn.com/dms/image/C4D0BAQHAGdNaY6-skw/company-logo_200_200/0?e=2132524800&v=beta&t=N4k5RxW3lgAdGuOwYRkIv7beyP3H9NhK2xdcYFCOTc8,https://fexco.com,financial
Pramerica,Public Company,1001-5000,2000,Financial Services,more than 1000,"Software Development,Program Management,Financial Services,Agile Coaching,Legal & Compliance,Actuary,Infrastructure,DevOps,Analysis & Design,Process Engineering,Data Science,Professional Business Services",https://media.licdn.com/dms/image/C4E0BAQEdIlkqLGFDVg/company-logo_200_200/0?e=2132524800&v=beta&t=YaFHSgulztc4Hywa7AjgW4WW1E27V5NHD9m8DdQJnyA,www.pramerica.ie,financial
Zurich Ireland,Public Company,501-1000,Undisclosed,Insurance,more than 1000,"Pensions,Savings & Investments,Life/Protection,Funds,Home Insurance,Motor Insurance,Farm Insurance,Business Insurance,Travel Insurance",https://media.licdn.com/dms/image/C560BAQGe4rO4L2veKA/company-logo_200_200/0?e=2132524800&v=beta&t=-joY4fyAwxut-K9cCi6_uJZF6urUUpKuYcv2ufoaXTg,www.zurichlife.ie,financial
FBD Insurance,Public Company,501-1000,Undisclosed,Insurance,more than 1000,"Farm Insurance,Business Insurance,Car Insurance,Home Insurance,Travel Insurance,Van Insurance,Commercial ,Renters Contents",https://media.licdn.com/dms/image/C4D0BAQFnbYwX6DsYOg/company-logo_200_200/0?e=2132524800&v=beta&t=lvXX507vkYO97TWcdl7w0byMXhpV4we2ieL-8GH63oU,www.fbd.ie,financial
Irish Life,Public Company,1001-5000,1939,Insurance,more than 1000,"Pensions,Life Insurance,Investments",https://media.licdn.com/dms/image/C560BAQEK6z5bl34oIQ/company-logo_200_200/0?e=2132524800&v=beta&t=m3URQ0kvigz0k-EHcHN0gFPR8LT1fmW3tUnidm02Urk,http://www.irishlife.ie,financial
BDO Ireland,Partnership,201-500,1982,Accounting,more than 1000,"Audit,Tax,Advisory,Corporate Finance,Outsourcing,Corporate Recovery,Customs",https://media.licdn.com/dms/image/C510BAQHkotZqF-9IGQ/company-logo_200_200/0?e=2132524800&v=beta&t=dkOJuszpkadULnYsI21gLEJ9qW6aBsHttaf_dI2hpjU,www.bdo.ie,financial
Investec (Ireland),Public Company,201-500,Undisclosed,Banking,more than 1000,"Treasury Solutions,Wealth & Investment,Corporate Finance,Venture Capital",https://media.licdn.com/dms/image/C510BAQGLiQuHbr3jJQ/company-logo_200_200/0?e=2132524800&v=beta&t=byjP2rDtcWPuE9_aNQW_YeFYK1QPljXIeSGP8sb5ZGQ,www.investec.ie,financial
Avolon,Privately Held,201-500,2010,Financial Services,more than 1000,"Aircraft Leasing,Aircraft Lease Management,Aircraft Asset Management",https://media.licdn.com/dms/image/C4D0BAQEF65jkScmd0Q/company-logo_200_200/0?e=2132524800&v=beta&t=QcQ_dPloVisUJIMWEPGGU65l6SZ3C86U-rrTF1g0PTA,www.avolon.aero,financial
Savills Ireland,Public Company,201-500,Undisclosed,Real Estate,more than 1000,Not Specified,https://media.licdn.com/dms/image/C560BAQGTqNkS38z4pg/company-logo_200_200/0?e=2132524800&v=beta&t=yS3N0kXyIQHLY_xxsR1_EKFhJZKgtrq47x9gkrVNocs,www.savills.ie,financial
New Ireland Assurance,Public Company,501-1000,1918,Financial Services,more than 1000,Not Specified,https://media.licdn.com/dms/image/C4D0BAQGTwUBe-QyN5w/company-logo_200_200/0?e=2132524800&v=beta&t=QyqHpmSH3NjYTB2zM8q_sv23ljvQVodPW77-973rTkg,www.newireland.ie,financial
W&A Professional Services,Partnership,2-10,2009,Accounting,more than 1000,"Outsourced Finance Solutions,Accounting & Book-keeping Services,Tax Compliance,Business Advisory,Starting Your Own Business,Corporate Recovery & Turnaround",https://media.licdn.com/dms/image/C560BAQGhxhl6tRdcNw/company-logo_200_200/0?e=2132524800&v=beta&t=UCj_4J1xQyJB-3CuixYbJt3a0BLL0RbCRb1WdzY1nXM,www.wheatleyassociates.ie,financial
Accenture Insurance,Public Company,10001+,Undisclosed,Financial Services,more than 1000,"insurance consulting services,insurance software,Digital transformation,fintech,insurtech,Digital insurance,Insurance blockchain,Insurance robotics process automation,Insurance artificial intelligence,Digital underwriting,Insurance cloud",https://media.licdn.com/dms/image/C4D0BAQEZYm70-M1Nhw/company-logo_200_200/0?e=2132524800&v=beta&t=aKe_HPSUIGjIB9PgMaao5p2LHENeONjNZ7HZ0RkLBms,http://www.accenture.com/us-en/industry/financial-services/insurance/Pages/insurance-index.aspx,financial
Bank of Ireland Corporate and Markets,Public Company,501-1000,Undisclosed,Financial Services,more than 1000,"Corporate Banking,Treasury Solutions",https://media.licdn.com/dms/image/C4E0BAQFqPjNP_JRroA/company-logo_200_200/0?e=2132524800&v=beta&t=R48mS8VzFLGUsKedysUdSFnjWdvsu42HYB2hhNvNYns,www.bankofireland.com/corporate,financial
Mazars Ireland,Partnership,201-500,1987,Accounting,more than 1000,"Audit & Assurance,Payroll & Financial Management,Tax,Entertainment Sector,Consulting,Research & Development,Banking & Insurance,Public Sector,Financial Advisory,SME Sector,Governance, Risk & Internal Ctrl,Corporate Secretarial Services,Corporate Finance",https://media.licdn.com/dms/image/C4D0BAQHNhQd0ldh9vA/company-logo_200_200/0?e=2132524800&v=beta&t=m1yeAeEYqENjfbkY4FgRJXVcypbYdcZlThp9OfB3LLM,www.mazars.ie,financial
Aon Centre for Innovation and Analytics (ACIA),Public Company,201-500,Undisclosed,Financial Services,more than 1000,"Analytics,Business Intelligence,Big Data,Insurance Market Trending,Benchmarking,Data Science,Risk Management Insights",https://media.licdn.com/dms/image/C4D0BAQFQviuyBqqtQQ/company-logo_200_200/0?e=2132524800&v=beta&t=bt-rczdxVRwP9UDraE-98NeZg6JyoBC_TsACGeXinV8,http://www.aon.com/home/capabilities/data-and-analytics.html,financial
Planet,Privately Held,1001-5000,1985,Financial Services,more than 1000,"Tax Free shopping, Dynamic Currency Conversion, Card payments, Card processing, Electronic Transaction processing, point of sale technology",https://media.licdn.com/dms/image/C560BAQEDkWmVN2P7hw/company-logo_200_200/0?e=2132524800&v=beta&t=144pz5II8j2B0dCXGaaBIByEcD6NJFbZHmZ7Kwk_KNU,http://www.fintrax.com/,financial
RSA Insurance Ireland.,Public Company,501-1000,Undisclosed,Insurance,more than 1000,"Property Insurance (Home and Commercial),SME Insurance,Large and Multi-National Business Insurance",https://media.licdn.com/dms/image/C560BAQHNv6DioGrUJA/company-logo_200_200/0?e=2132524800&v=beta&t=M00ImZ9BbXIbtalX_X1h2p85qCv1n4kd9Tnc1xvuIcY,www.rsagroup.ie,financial
Sherry FitzGerald,Privately Held,201-500,1982,Real Estate,more than 1000,"Residential Property Sales,Lettings,New Homes,Commercial Property,Mortgages,Luxury Property,Country Homes & Farms,Marketing,IT,Research,Economists,Human Resources,Finance",https://media.licdn.com/dms/image/C560BAQGxOIFlYApeVQ/company-logo_200_200/0?e=2132524800&v=beta&t=YPdc1V8pjyz-iOavXsppz6PrUoiL-NQ6WXfukrIYPgA,www.sherryfitz.ie,financial
National Treasury Management Agency,Government Agency,501-1000,1990,Financial Services,more than 1000,"Treasury management,project finance,corporate finance,insurance,investment",https://media.licdn.com/dms/image/C4E0BAQEzSvfPJzepug/company-logo_200_200/0?e=2132524800&v=beta&t=Ne0MTpNKX7W0c3cXLxkuPCy6aBYgG49MSRHvX92iPy0,www.ntma.ie,financial
"Laya Healthcare, Looking After You Always",Privately Held,201-500,2012,Insurance,more than 1000,"Health and Wellness,Occupational Health Services,Specialised Cardiac Screening with ""Heartbeat""​,Special Corporate Packages,Employee Assitance Programme,Digital Customer Care,GP LIVE,Physiolive,Direct Payment Centres,Health Screening Programmes",https://media.licdn.com/dms/image/C510BAQGzsD9JvTnBXQ/company-logo_200_200/0?e=2132524800&v=beta&t=kP9vdJhbaro1DW0auUstbLJCQ-vewT_d5tkPvkLoEbk,www.layahealthcare.ie,financial
Irish Stock Exchange,Privately Held,51-200,1793,Financial Services,more than 1000,"listing debt,listing companies,market data,trading shares and bonds,ISIN and LEI codes,listing funds",https://media.licdn.com/dms/image/C4E0BAQHZwPJN_SKIOw/company-logo_200_200/0?e=2132524800&v=beta&t=ywhCQDlUgRGso9o-BRja-pgyBoXvUxzuMKvV2tJx838,www.ise.ie,financial
Goodbody,Public Company,201-500,1877,Financial Services,more than 1000,"Wealth Management, Investment Management Service incorporating Equities, Bonds, Structured Products and Property,Corporate Finance: M&A, Disposals, Restructurings, IPOs, Fundraisings and Strategic Advice,Capital Markets",https://media.licdn.com/dms/image/C510BAQFC77laXMIAPQ/company-logo_200_200/0?e=2132524800&v=beta&t=OVKYEgbVK2e-M37mrb7FIQAk6Sgo7o3w8VVptoTRZKs,https://www.goodbody.ie,financial
The AA (Ireland),Privately Held,201-500,1910,Insurance,more than 1000,"Car Insurance,Home Insurance,AA Membership,Car Servicing,Routeplanning,Travel Insurance,European Breakdown Cover,Fuel Assist,Traffic Information,Battery Assist,AA App,AA Signs,Breakdown Services,AA Hotels Services,Vehicle Inspections,Motoring Advice",https://media.licdn.com/dms/image/C560BAQH-pK5T0IGBYg/company-logo_200_200/0?e=2132524800&v=beta&t=EfwuUY2UGEzXWqdTbtdz6PEg92EaE0QHYZwkJEv9lnU,www.theaa.ie,financial
Sophis,Privately Held,201-500,1985,Financial Services,more than 1000,"financial software,risk management,portfolio management,cross-asset,front-to-back,financial services",https://media.licdn.com/dms/image/C560BAQEnZvCUrVL0Vg/company-logo_200_200/0?e=2132524800&v=beta&t=rURr0TP9lobukvLYQrgW70k1R95bokIdd_IQ_8t5-Ns,http://www.sophis.net,financial
Certus,Privately Held,201-500,2010,Financial Services,more than 1000,"Loan servicing,Arrears Management,Corporate Debt Management & Recovery,Portfolio Analytics & Business Intelligence,Project & Change Management,Regulatory Risk & Compliance",https://media.licdn.com/dms/image/C4E0BAQGQkrVDzHfA2w/company-logo_200_200/0?e=2132524800&v=beta&t=muRL593V0V1lLJ4ymCLvIxJfeYq3SYwax8fnQJdCASw,www.certus.ie,financial
Irish Funds,Non Profit,2-10,1991,Financial Services,more than 1000,Not Specified,https://media.licdn.com/dms/image/C4E0BAQG0Ud41s6Tjcg/company-logo_200_200/0?e=2132524800&v=beta&t=7vu60TAk6iH3-ne__Lf-_aCnjpJeSmlYieOJnuMhJ_w,http://www.irishfunds.ie/,financial
PayMe powered by Aztec Exchange,Privately Held,11-50,2012,Financial Services,more than 1000,"E-Invoicing,Trade Finance,Export Finance,Fintech,Early Payment",https://media.licdn.com/dms/image/C4D0BAQGNEgAXk73Wqg/company-logo_200_200/0?e=2132524800&v=beta&t=B4969e2xqj8BVRC2X-aGOX-25ijWvEh_R65xPwC-h6A,www.aztecexchange.com,financial
Mediolanum Irish Operations,Public Company,51-200,1997,Financial Services,more than 1000,Not Specified,https://media.licdn.com/dms/image/C560BAQFf9FsMeTqIlw/company-logo_200_200/0?e=2132524800&v=beta&t=igCHMs-Hu7ESlq5PxVzxUlxEL0buxi7MPSC1Jh6ohSo,www.mediolanum.ie,financial
Generali PanEurope,Privately Held,51-200,1999,Insurance,more than 1000,"Wealth Protection,Investment Planning,Employee Benefits",https://media.licdn.com/dms/image/C560BAQEzq2h7KeMNPg/company-logo_200_200/0?e=2132524800&v=beta&t=0j0AGVvSa0EGxsnHyZG0AVAh0LrQk3fGU3wbUxDrf7s,www.generalipaneurope.ie,financial
Taxback.com,Privately Held,501-1000,1996,Financial Services,more than 1000,"Tax Refunds,International Tax,VAT reclaim,International Money Transfer,Work and Travel Visas,Dividend Withholding Tax,Global Mobility,Expatriate Taxes",https://media.licdn.com/dms/image/C4E0BAQEmEv1WRO4afQ/company-logo_200_200/0?e=2132524800&v=beta&t=l0rJHvYCxbBv1MRJTrMZor8GCRCU4KN_9RE6V9cyjZ4,www.taxback.com,financial
Irish Life & Permanent,Public Company,1001-5000,1999,Financial Services,more than 1000,"life assurance,asset management,pensions,banking",https://media.licdn.com/dms/image/C560BAQHop7Itf3cl9g/company-logo_200_200/0?e=2132524800&v=beta&t=GffOEji6ZLmpyvFpPkotnyk3uopj8Wi-rWilMfUGkA0,/www.permanenttsbgroup.ie,financial
Fenero | Personal Tax Solutions,Privately Held,11-50,Undisclosed,Accounting,more than 1000,"Tax Compliant Contractor Solutions,Minimisation Of Tax Liabilities,Entitlement To Social Welfare Benefits,Fully insured,Specialised Tax Consultancy,Accountancy services",https://media.licdn.com/dms/image/C510BAQH15D_D1ffKUg/company-logo_200_200/0?e=2132524800&v=beta&t=7sElY1gAyAC_lsn7XcprypJ0kEkwvyjeGUMgPlN28U8,http://www.fenero.ie,financial
Friends First,Privately Held,201-500,1834,Financial Services,more than 1000,"Life Insurance,Income Protection,Group Protection,Pensions and Investments",https://media.licdn.com/dms/image/C560BAQGcQr6oTcwZ1w/company-logo_200_200/0?e=2132524800&v=beta&t=oMbPKiWr16lcFxYLHopGUdgg_GZ-9Ibup3q-WHJPraE,www.friendsfirst.ie,financial
Meridian Global Services,Privately Held,201-500,1990,Financial Services,more than 1000,"VAT registrations,VAT returns managment,VAT consulting,Sales & Use Tax compliance,Sales & Use Tax audits,Busines Travel Expense Management,VAT Compliance",https://media.licdn.com/dms/image/C510BAQFZFTgR3gX1rg/company-logo_200_200/0?e=2132524800&v=beta&t=lOnpsxW-iHTQ9i7o0UhMB6CuwMjC6tCTxZwA1TMGkvk,https://www.meridianglobalservices.com/,financial
Lisney Ireland,Privately Held,51-200,1934,Real Estate,more than 1000,"Commercial Agency,Residential Sales & Lettings,Recovery Consultancy Services,Fixed Charge Receiver,Investment & Asset Management,Property & Facilities Management,Professional Services,Research,Infrastructure Services",https://media.licdn.com/dms/image/C560BAQFXWQ6AbiqKPw/company-logo_200_200/0?e=2132524800&v=beta&t=3tyZg-amnCqQ6jqflvkGxJXNse9vA2hEHgYNNDMZ2CQ,www.lisney.com,financial
CurrencyFair.com,Privately Held,51-200,2009,Financial Services,more than 1000,"online foreign exchange transfers,international money transfer,currency exchange,forex",https://media.licdn.com/dms/image/C4D0BAQHGF4t4W6wLgw/company-logo_200_200/0?e=2132524800&v=beta&t=cKZDPFQC-uZdsqu7jtWYkr1iI4yBOA4hShxokNsOpyE,https://www.currencyfair.com,financial
TransferMate Global Payments,Privately Held,51-200,2008,Financial Services,more than 1000,"Foreign Exchange Payments,International Money Transfer,Currency Exchange,Online Payments Platform,24x7 Support",https://media.licdn.com/dms/image/C510BAQEGs65r5kCjDQ/company-logo_200_200/0?e=2132524800&v=beta&t=DR0wrD_P4UInpg3-T35jtTQLjO_rDTmcW8U6SbrVz0Q,www.transfermate.com,financial
Sentenial - Better Payments,Privately Held,51-200,2003,Financial Services,more than 1000,"SEPA Direct Debit SDD,SEPA,SEPA Payments,Payment Institution,Origix Solutions,ISO20022,SEPA Credit Transfers SCT,PSD2,Nuapay,Transactions,Reconciliation,Payments,Collections,API Banking,Fintech",https://media.licdn.com/dms/image/C4E0BAQG4Yj0FKtU_iA/company-logo_200_200/0?e=2132524800&v=beta&t=g3lBW40PywGQptA0eePFBYWYa9ysvWac2duDSDkTP9w,www.sentenial.com,financial
Cushman & Wakefield Ireland,Privately Held,51-200,Undisclosed,Real Estate,more than 1000,"Offices,Investments,Retail,Hotel Solutions,Industrial,Development Land,Property Management,Valuation and Advisory",https://media.licdn.com/dms/image/C560BAQHxtOyDpbcK4w/company-logo_200_200/0?e=2132524800&v=beta&t=nm5VU8FTcR5tRxFv8n91mJYhy_3aBShSd9NC-po6EZ0,www.cushmanwakefield.ie,financial
Depfa Bank,Public Company,501-1000,Undisclosed,Banking,more than 1000,Not Specified,https://media.licdn.com/dms/image/C560BAQFz1h16z8WjRQ/company-logo_200_200/0?e=2132524800&v=beta&t=Bqg37Px1iLY5P06OAMarmyzCQxRssXKFqe2iKQk-oO8,Undisclosed,financial
Association of Compliance Officers in Ireland,Non Profit,2-10,2002,Financial Services,more than 1000,Not Specified,https://media.licdn.com/dms/image/C4D0BAQEztK6juv4EtA/company-logo_200_200/0?e=2132524800&v=beta&t=c5JOMpP3BQw5mmFj6x7szNKrvSR0tfGF-AKhu8xHnJo,www.acoi.ie,financial
Insurance Ireland,Non Profit,11-50,1986,Insurance,more than 1000,Not Specified,https://media.licdn.com/dms/image/C560BAQH8XKMpTR_rKw/company-logo_200_200/0?e=2132524800&v=beta&t=ApwVLZqPMe1y3jYdscpMgw3R3H2Iwr0XXjtwPUPCMkU,www.insuranceireland.eu,financial
AvaTrade,Privately Held,201-500,2006,Financial Services,more than 1000,"Forex,Commodities,Indices,CFDs,Introducing Brokers,Customer Support,Education,ETF's,Day Trading,Automated Trading,Mirror Trading,web Trading,Mobile Trading",https://media.licdn.com/dms/image/C4D0BAQG6YmGboInt-w/company-logo_200_200/0?e=2132524800&v=beta&t=_Ai02EdBez2ViA3GuBx9mGg9opT3pN9Rru9NBCsXXAc,www.avatrade.com,financial
Irish Life Investment Managers,Public Company,51-200,1990,Financial Services,more than 1000,"Asset Management,Bespoke Products,Indexation,Asset Liability Monitoring,Quant Strategies,Alternative Investments,UCITS,Life Platform,Member Comms,Liability Driven Investing,DC,DB,Multi Asset Portfolios,Open Architecture,Lifestyling,Multi Factor Investing",https://media.licdn.com/dms/image/C510BAQGUMPBGTXbiHw/company-logo_200_200/0?e=2132524800&v=beta&t=rzrZt01rHfEw7bOpy4Hx99eb2o5A9YQtW0gbuRiyoB8,www.ilim.com,financial
Cornmarket Group Financial Services Ltd.,Privately Held,201-500,1972,Financial Services,more than 1000,"Specialist Financial Advice,Expert Retirement Planning,Preferential Financial Services to Ireland’s Public Sector,Insurance,Public Sector,Life Insurance,Tax Return ,Financial Planning,Income Protection",https://media.licdn.com/dms/image/C4D0BAQEql6p-Tfe9bA/company-logo_200_200/0?e=2132524800&v=beta&t=ygMnPp6dR053xQJx9eB1Jrcqr0mL8Y_yIzMLuZ2rfWc,www.cornmarket.ie,financial
Chill Insurance,Privately Held,201-500,2007,Insurance,more than 1000,"Home insurance,Motor insurance,Marine insurance,Travel insurance,Life insurance,Commercial insurance,Personal insurance,PRSA/Pension,Business insurance",https://media.licdn.com/dms/image/C560BAQH1Eg75MGRVVA/company-logo_200_200/0?e=2132524800&v=beta&t=q_N5vSZHV9-RdT3HCKhV2NspzJPeoi-CpvNPn9CwVYA,http://www.chill.ie/,financial
Harvest Financial Services,Privately Held,51-200,1993,Financial Services,more than 1000,"Retirement Planning,Self Administered Pensions,Approved Retirement Funds,Fee Based Financial Planning",https://media.licdn.com/dms/image/C4D0BAQHVOQvNl0WoZw/company-logo_200_200/0?e=2132524800&v=beta&t=7zNa26VgftlBNUcGMR7jAWflXRh8VF_Ptfz0S6uwX-Q,HarvestFinancial.ie,financial
Premier Tax Free (Fintrax Group Holdings),Privately Held,501-1000,1985,Financial Services,more than 1000,"Tax Free Shopping,Dynamic Currency Conversion,Card Payments,Terminal Management",https://media.licdn.com/dms/image/C560BAQH619nd-cgkKA/company-logo_200_200/0?e=2132524800&v=beta&t=4CRSDcgP9LGUiw3Ju1LndJq5jU35JO2iFwlHCeuI5Kk,http://www.premiertaxfree.com/,financial
Accounting Technicians Ireland,Non Profit,11-50,1983,Accounting,more than 1000,Not Specified,https://media.licdn.com/dms/image/C4E0BAQFifcTI0MKN6A/company-logo_200_200/0?e=2132524800&v=beta&t=sffnKjBXGtuJAZUTukxDOaqYcOnZO7jrc_efSsZqsyU,www.AccountingTechniciansIreland.ie,financial
NDRC,Privately Held,11-50,2006,Investment Management,more than 1000,"Collaborative Innovation,Early stage investment,Digital ventures,Startup,Technology accelerator,Venture investment,Innovation",https://media.licdn.com/dms/image/C4D0BAQEOdXsh0RCMig/company-logo_200_200/0?e=2132524800&v=beta&t=YRFcBHn1S5TUb9rahrxwUE9DVqrIl8CxG61SDkAevSE,http://www.ndrc.ie/,financial
Crowe Ireland,Partnership,51-200,1941,Accounting,more than 1000,"Audit,Tax,Company Secretarial,Advisory,Consulting,Corporate Finance,Payroll,Outsourcing,Private Clients",https://media.licdn.com/dms/image/C4E0BAQGM30N2RWoBKw/company-logo_200_200/0?e=2132524800&v=beta&t=nvq1yJJ6k-NL06iLYfJA6NEXSDur_MJ4vb9JrTTPCdc,http://www.crowe.ie,financial
Positive Equity,Partnership,51-200,2008,Capital Markets,more than 1000,"Futures,Changing each other's lives,Trading",https://media.licdn.com/dms/image/C4D0BAQFnDVAFtxa1aw/company-logo_200_200/0?e=2132524800&v=beta&t=VyE8QGIhP0wEeC2TS1plEaqVKAkuxNKnQkSL9mhW5M8,www.positive.ie,financial
AXA Life Europe,Public Company,51-200,2005,Financial Services,more than 1000,Not Specified,https://media.licdn.com/dms/image/C4E0BAQHyOjRzeRwD4w/company-logo_200_200/0?e=2132524800&v=beta&t=HaTfbDWWTmTm3a06eoC2YgTdyFxXNqvd7giIIPEAKJk,https://www.axa-lifeeurope.com,financial
RSM Ireland,Partnership,51-200,Undisclosed,Accounting,more than 1000,"Audit & Assurance,Tax,Corporate Recovery,Personal Recovery,HR Consultancy",https://media.licdn.com/dms/image/C4D0BAQHb-RQ-r1q_DA/company-logo_200_200/0?e=2132524800&v=beta&t=VQ68NgVfIO6ToaISxt7XF9kM9kBSKxioiaRXFnw9eFQ,http://www.rsmireland.ie,financial
Trade The News,Privately Held,51-200,1997,Financial Services,more than 1000,"breaking news analysis,FOREX Analysis,International Equities,fixed income,Futures,Economic and Financial Event calendars,Market Summaries,Asian Markets,European Markets,American Markets,geopolitical analysis",https://media.licdn.com/dms/image/C4E0BAQGUEy_6I-hSkQ/company-logo_200_200/0?e=2132524800&v=beta&t=bDGA03oJaJ1P90-SPsfp-Sm6JmsYxCLiPO9SnUIBE4I,www.tradethenews.com,financial
IFAC Ireland,Public Company,201-500,1975,Accounting,more than 1000,"Taxation,Accounting,Financial Advice,Book-keeping",https://media.licdn.com/dms/image/C510BAQEqfXyXj-9LhQ/company-logo_200_200/0?e=2132524800&v=beta&t=X6obz9eyU5eJiF3kNXCT8Mw-T22v4nD5s_cAjeKIcjI,www.ifac.ie,financial
RBK Chartered Accountants,Privately Held,51-200,1958,Accounting,more than 1000,"Chartered Accountancy,Taxation,Business Advisory,International Taxation,Corporate Recovery & Insolvency,Corporate Finance,Audit & Assurance,Accounting Solutions,Corporate Compliance,Protection & Planning,Technology,HR / Payroll / Recruitment Solutions",https://media.licdn.com/dms/image/C4E0BAQGSImg2VDkavA/company-logo_200_200/0?e=2132524800&v=beta&t=DLpNPIwpjLV1TAYJPvZZd0ppUnuSTNMjLzI_nFZWdrM,www.rbk.ie,financial
123.ie,Privately Held,201-500,2002,Insurance,more than 1000,Not Specified,https://media.licdn.com/dms/image/C4D0BAQE0TbRCFIFQbw/company-logo_200_200/0?e=2132524800&v=beta&t=0ry7PEttBxSu7IOgU9vIT87xU3nTHlPmlm1e5kMpiHw,www.123.ie,financial
EisnerAmper Ireland,Partnership,51-200,Undisclosed,Accounting,more than 1000,"Financial Services,International Business,Audit,Tax,Accounting,Outsourcing,Risk and Regulatory,Advisory,Government",https://media.licdn.com/dms/image/C4E0BAQEpeEjTLpXptg/company-logo_200_200/0?e=2132524800&v=beta&t=c2RWSdw4s-4zWUOPTybxuTED8budKaknA_umy4axa3o,www.eisneramper.ie,financial
Medserv,Privately Held,51-200,2005,Financial Services,more than 1000,"Hospital Consultant Medical Billing,Private Patient Billing,Accounts Receivable Management,Medserv Hospital Services,GP Insurer Billing",https://media.licdn.com/dms/image/C4D0BAQFKvbe9PYps0g/company-logo_200_200/0?e=2132524800&v=beta&t=Ew9PO4HkxcuReRohSTfyh_ge6FNhpsDe_qojXulKxMw,http://www.medserv.ie,financial
MONEX,Privately Held,51-200,1997,Financial Services,more than 1000,"Dynamic Currency Conversion,DCC,Ecommerce,Multicurrency,Foreign Currency,Foreign Exchange,Payment Service Provider,PSP,Payment Processor,Payment Gateway,PCI-DSS,Treasury,Credit Cards,VISA,Mastercard,Mobile Payments,Airlines,Ryanair",https://media.licdn.com/dms/image/C510BAQFITkufNfbfcg/company-logo_200_200/0?e=2132524800&v=beta&t=D9E6CN13DthQ9MqEXORmyj9YG-1ElqHhfXmj_2fqyKk,http://www.monexfs.com,financial
Campion Insurance,Privately Held,51-200,1984,Insurance,more than 1000,"Motor Trade,Fleet & Haulage,Bus & Coach,Farm & Agri,Insolvency,Vintage & Classic,Investment Planning,Health,Online Car & Home Insurance,Group Pension Schemes,car insurance,mortgage advice,mortgage broker",https://media.licdn.com/dms/image/C4E0BAQFqmXjX8s0EFQ/company-logo_200_200/0?e=2132524800&v=beta&t=67I71VOmT9b7UGCoUNjyRd1z7Up5rrRZPEWElcFDr94,www.campioninsurance.ie,financial
Allianz Ireland,Privately Held,501-1000,1902,Insurance,more than 1000,"Motor Insurance,Home Insurance,Pet Insurance,Insurance",https://media.licdn.com/dms/image/C4E0BAQHIFtOl9r-AIw/company-logo_200_200/0?e=2132524800&v=beta&t=nAYxbx1iDz4vosPQkb7igNeVCUtQVMS_oTk9hZAgXjk,www.allianz.ie,financial
Carne Group,Privately Held,51-200,2004,Financial Services,more than 1000,"Independent Directorships & Oversight,Fund & Management Company Establishment,Management Company Services,Fund Registrations,Designated Persons,Risk Oversight",https://media.licdn.com/dms/image/C4E0BAQFu7s1kIkThKg/company-logo_200_200/0?e=2132524800&v=beta&t=o1kC_gGAyqvy-bdy6KLZB9jUe6LZEH1aKSYSQlHi5lg,http://www.carnegroup.com/,financial
My Office,Self Employed,myself only,Undisclosed,Accounting,500-1000,Not Specified,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,www.myoffice.ie,financial
Liberty Insurance Ireland,Public Company,1001-5000,1912,Insurance,more than 1000,Insurance,https://media.licdn.com/dms/image/C560BAQFOhTQ6f8EyFQ/company-logo_200_200/0?e=2132524800&v=beta&t=cEVvSKdVwbBYo30lzJgqHBAVN8MBwrtWOkvWUwBLgjU,www.libertyinsurance.ie,financial
Eagle Alpha,Privately Held,11-50,2012,Financial Services,more than 1000,"Alternative Data,Investment Management,Research Reports,Analytical Tools,Datasets",https://media.licdn.com/dms/image/C510BAQEfpUQnXdw-gw/company-logo_200_200/0?e=2132524800&v=beta&t=VLK4DFWrJx3kcGVYqW3Kbq-UN899-UJ4dedXVPLPXAc,www.eaglealpha.com,financial
OmniPay,Privately Held,51-200,2000,Financial Services,more than 1000,"Multi-currency acquiring,dynamic currency conversion,internet payment acquiring",https://media.licdn.com/dms/image/C4D0BAQFFjwzXMhXQFQ/company-logo_200_200/0?e=2132524800&v=beta&t=TybxFuZvMjlRsWy21YPPUHkn5v_3AOeBDyZsWXH5HYA,www.omnipaygroup.com,financial
Harcourt Developments,Privately Held,1001-5000,1964,Real Estate,more than 1000,"Construction,Property Management,Civic Arts,Restoration,Interior design,Regeneration,Planning,Hospitality,Visitor Attractions,Design,Hotels,Retail,Offices,Hotels",https://media.licdn.com/dms/image/C4E0BAQHeS9nxohm7dA/company-logo_200_200/0?e=2132524800&v=beta&t=oDY7Jo8dTgm3ZaZCnzYI65sF0-qSzbnC-h5xjNQnr-U,http://harcourtdev.com,financial
