name,companyType,employeeCountRange,foundedYear,industries,numFollowers,specialities,squareLogoUrl,websiteUrl,group
Atc Language Schools,Educational,11-50,Undisclosed,Higher Education,more than 1000,"general english courses, intensive english courses, exam preparation courses",https://media.licdn.com/dms/image/C4D0BAQFZlHw_H0pbEQ/company-logo_200_200/0?e=2132524800&v=beta&t=lL6n8eMbnV6u0pgCZzC1QvYBBn2ogRghGtXjFUoLDU8,http://www.atclanguageschools.com,education
Irish Times Training,Privately Held,2-10,1975,Higher Education,more than 1000,"digital marketing, executive education, management/finance",https://media.licdn.com/dms/image/C4E0BAQEBr3Ho-IqmyA/company-logo_200_200/0?e=2132524800&v=beta&t=kZMuBEIGF-gAtA22ZZKqBKfSwcOrVmHWTQNKOUVjZX0,http://www.irishtimestraining.com,education
Alpha College,Privately Held,11-50,1989,Professional Training,more than 1000,"teaching english, english as a foreign language, tefl",https://media.licdn.com/dms/image/C4D0BAQGlzb6XwW1Yyg/company-logo_200_200/0?e=2132524800&v=beta&t=lr7SEMFc8HdDFy2XR7v7U0jwcYbyuob-7Atu5aVFgfM,http://www.alphacollege.com,education
Real Nation,Privately Held,11-50,2000,Education Management,more than 1000,"education , design , psychology",https://media.licdn.com/dms/image/C510BAQEjCB_HZQWPSg/company-logo_200_200/0?e=2132524800&v=beta&t=doizX2TnIFvQ_pyICR5am_mKMlqJItbQLs1czXKPDYQ,http://www.realnation.ie,education
Marino Institute Of Education,Educational,51-200,Undisclosed,Education Management,more than 1000,"education, conference facilities, online learning",https://media.licdn.com/dms/image/C560BAQH_rNb1RqkD8Q/company-logo_200_200/0?e=2132524800&v=beta&t=gyy_MY7OSex1N61YpMYm3IWCKsOPwD3z615qyf_jTMo,http://www.mie.ie,education
Code Institute,Educational,11-50,2014,Higher Education,more than 1000,"coding bootcamps, web development training, computer programming",https://media.licdn.com/dms/image/C510BAQGMQMWodJcvEQ/company-logo_200_200/0?e=2132524800&v=beta&t=Omfw7_gmsDwNC34ANBpIup9Z2o8lnjqXA1j7KwGEOuA,http://www.codeinstitute.net/,education
Mli International Schools,Privately Held,51-200,1994,Education Management,more than 1000,"focuses on the junior market from 10 to 17, high school programme provider in ireland, junior summer  courses in both ireland and uk",https://media.licdn.com/dms/image/C4D0BAQG9m1u84Cz7ZQ/company-logo_200_200/0?e=2132524800&v=beta&t=v1rISwPpmK8PQccw_5tMPPGI7XUh7GEWL-gHqr1b_zc,http://www.mli-group.com,education
Skillnet Ireland,Government Agency,11-50,1999,Education Management,more than 1000,"training, networking",https://media.licdn.com/dms/image/C4E0BAQGFDw1IctqAcA/company-logo_200_200/0?e=2132524800&v=beta&t=wdB_YOvZrheR8zanLXeCTiOCeMnUZpHCiOlqfRbIXuA,http://www.skillnetireland.ie,education
"Dublin City University, Mater Dei Institute Of Education",Educational,Undisclosed,Undisclosed,Higher Education,more than 1000,not specified,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,http://www.materdei.ie/,education
National College Of Business Administration (Ncba).,Educational,Undisclosed,Undisclosed,Higher Education,more than 1000,not specified,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,http://www.Undisclosed,education
Irish Institute Of Credit Management,Non Profit,2-10,1963,Education Management,more than 1000,"education, networking, seminars",https://media.licdn.com/dms/image/C4E0BAQHL3eSZOEaLiA/company-logo_200_200/0?e=2132524800&v=beta&t=yne6QrbhSlRbwqhAKVJF_IxFUHa-lKbkG4pTv1-AiwA,http://www.iicm.ie,education
"Pendulum Summit, Dublin",Public Company,2-10,2013,Professional Training,more than 1000,"leadership, personal development, talent management",https://media.licdn.com/dms/image/C560BAQEwqk4e_kE_pA/company-logo_200_200/0?e=2132524800&v=beta&t=fBfm5pPukdP7P_kFCPh1jJmyQya33Tb8RQXfpE4IKTA,http://www.pendulumsummit.com,education
Interactive Services,Privately Held,51-200,1993,E-learning,more than 1000,"custom elearning, mobile learning, online training",https://media.licdn.com/dms/image/C4E0BAQGO3AFvGkzv2g/company-logo_200_200/0?e=2132524800&v=beta&t=uEwC2qOnA58r1LUZaQ2qB9UbBul3CuRo7BcKavTd88Y,http://www.interactiveservices.com,education
Learnupon,Privately Held,51-200,2012,E-learning,more than 1000,"scorm & tin can compliant, online, blended & mobile learning",https://media.licdn.com/dms/image/C560BAQFFwICyqZ9ZdA/company-logo_200_200/0?e=2132524800&v=beta&t=JeYbEqCuncLQxjDqDDP3vx32O3EcqoxlXssyTPYhQqs,http://www.learnupon.com,education
Ecm: European College Management,Educational,Undisclosed,Undisclosed,Higher Education,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQEEura_50jdhw/company-logo_200_200/0?e=2132524800&v=beta&t=rNNU4lKxWxJXKFPWNK-brsvu_9cJ8tCizZDQXqvRU7E,http://www.ecmcollege.ie,education
Pci College,Educational,11-50,Undisclosed,Higher Education,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQEvhAp6XD7Ypw/company-logo_200_200/0?e=2132524800&v=beta&t=_tC-goMc4CAaSk9n0vlK2ZxbeW-B_W-5f3YScKjqng8,http://www.pcicollege.ie,education
Dcu Students' Union,Educational,11-50,1979,Education Management,more than 1000,"student representation, clubs and socieities, events",https://media.licdn.com/dms/image/C4D0BAQHXHE-XpMTl5w/company-logo_200_200/0?e=2132524800&v=beta&t=fRTvF43KKmPRdMnVC3hSId9_PBMPOuyNemoL8t0IzwA,http://www.dcusu.ie,education
Higher Education Authority,Government Agency,51-200,Undisclosed,Education Management,more than 1000,"higher education policy, higher education funding, research",https://media.licdn.com/dms/image/C4D0BAQHkFQ74jKukKw/company-logo_200_200/0?e=2132524800&v=beta&t=RkhN0DP-fu9owSMlrG3Bc3kYAboU0b754D9GKcD7AJU,http://www.hea.ie,education
The English Studio Dublin,Educational,51-200,2002,Education Management,more than 1000,"the english studio dublin, business english cambridge, school of english",https://media.licdn.com/dms/image/C510BAQEYyzg39R-aEQ/company-logo_200_200/0?e=2132524800&v=beta&t=mXLKrcr_zYggf0A4BZi5cKWUnoIhjxAEek-NF7uIDm0,http://www.englishstudio.com,education
Suas Educational Development,Non Profit,11-50,2002,Education Management,more than 1000,"volunteering, development education, quality education programmes",https://media.licdn.com/dms/image/C510BAQEU1pq0ggn63Q/company-logo_200_200/0?e=2132524800&v=beta&t=coPX3XMqi-UsvQzkAWswOwIaatqSk589ZToHGxmsaQI,http://www.suas.ie,education
Fit Ltd,Non Profit,11-50,1999,Education Management,more than 1000,"apprenticeships, employability , career guidance ",https://media.licdn.com/dms/image/C4D0BAQGW4cF38hi4ug/company-logo_200_200/0?e=2132524800&v=beta&t=iBc3i0DI6fkPIP5ThXPM99PFf1ICZNm1JIADVMkXb6k,http://www.fit.ie,education
"St Andrew'S College, Dublin",Educational,Undisclosed,Undisclosed,Higher Education,more than 1000,not specified,https://media.licdn.com/dms/image/C4D0BAQHRxTy_iyI3_A/company-logo_200_200/0?e=2132524800&v=beta&t=euePw4GYqy69BBSnUgcR-v2PtK8VkYFDVpeFoOMs_hs,http://www.st-andrews.ie,education
Focas Institute Dublin,Educational,51-200,2004,Higher Education,more than 1000,"raman micro-spectroscopy, uv-visible spectroscopy, ftir micro - spectroscopy",https://media.licdn.com/dms/image/C4D0BAQGB1t6t-SMK0g/company-logo_200_200/0?e=2132524800&v=beta&t=WOStL0vUfz5BRL0VboxdVVDrtPZ3RE5LVDZ8_qw2WJ0,http://www.focas.dit.ie,education
Brazilian Professional Network Ireland,Self Employed,1-50,2017,Professional Training,more than 1000,"coaching, education, professional development",https://media.licdn.com/dms/image/C4E0BAQHjgE-i-uDmTA/company-logo_200_200/0?e=2132524800&v=beta&t=nGLd0yWeMWc6tlmc-I0hKBGAqEc8ODmx2HQbHfmnPP4,http://www.bpnireland.com,education
Pulse College,Educational,11-50,1990,Higher Education,more than 1000,"audio technology, sound engineering, music production",https://media.licdn.com/dms/image/C560BAQGzuYrmqDXLfA/company-logo_200_200/0?e=2132524800&v=beta&t=ti75ibpaY_cbdk5_nngdPllmYb1iJXb2rGJXOb5CuI4,http://www.pulsecollege.com,education
Bank Of Ireland,Public Company,10001+,Undisclosed,Banking,more than 1000,"retail banking, business banking, corporate banking",https://media.licdn.com/dms/image/C510BAQFRNRnff-bZ5A/company-logo_200_200/0?e=2132524800&v=beta&t=4Ps1bcjN-5edpq4rfC5LpGZGmMsRM5wRE5vlu6RxE54,http://www.bankofireland.com,finance
Aib,Public Company,10001+,Undisclosed,Banking,more than 1000,"retail banking, business banking, mortgages",https://media.licdn.com/dms/image/C4D0BAQEpakedYDT9rw/company-logo_200_200/0?e=2132524800&v=beta&t=3whjhVO0jsmcYTtVAYn8MFBsGp-JRDspeOdnLfC_uTw,http://www.personal.aib.ie,finance
Central Bank Of Ireland,Government Agency,1001-5000,1943,Banking,more than 1000,"monetary policy & operations, financial regulation, financial stability",https://media.licdn.com/dms/image/C560BAQE_FlTVRmxydA/company-logo_200_200/0?e=2132524800&v=beta&t=Y6M1jhEnjm7gG-Qm0cqwHAftbyTaD2zhwIluCpYbK_Q,http://www.centralbank.ie,finance
Ulster Bank,Public Company,5001-10000,1836,Banking,more than 1000,"personal banking, business banking, private banking",https://media.licdn.com/dms/image/C4D0BAQH_SIP_ngJKbQ/company-logo_200_200/0?e=2132524800&v=beta&t=McQJWto_FeQBjCDOMB093MtWpjUG9lmJarA4QUzeoJU,http://www.ulsterbank.com,finance
Kpmg Ireland,Partnership,1001-5000,Undisclosed,Accounting,more than 1000,"audit, tax, advisory",https://media.licdn.com/dms/image/C4D0BAQHDXO2_XoAvjw/company-logo_200_200/0?e=2132524800&v=beta&t=yJVZct-8m7L0mPVnQZsEGledwpkVFVMjbZ4a4xQz-UE,http://www.kpmg.ie,finance
Zurich Insurance Plc,Public Company,1001-5000,1872,Insurance,more than 1000,"commercial insurance, car insurance, home insurance",https://media.licdn.com/dms/image/C560BAQEpctXjjTuRpw/company-logo_200_200/0?e=2132524800&v=beta&t=rQEUuOOcN-MW3wpjMomkGp6eeVr7ayfrQ3M3hC0JMWc,http://www.zurich.ie,finance
Pwc Ireland,Partnership,1001-5000,Undisclosed,Accounting,more than 1000,"audit & assurance, consulting, deals",https://media.licdn.com/dms/image/C4E0BAQG9wBPDBYbKCw/company-logo_200_200/0?e=2132524800&v=beta&t=liwdHj4hTHi0cwx--tZWjIWHF2V6RN5C6hJdfFP8Sms,http://www.pwc.ie,finance
Chartered Accountants Ireland,Educational,51-200,1888,Accounting,more than 1000,"chartered accountancy, training, education and life long learning",https://media.licdn.com/dms/image/C4D0BAQFJG2g_87rRrg/company-logo_200_200/0?e=2132524800&v=beta&t=Zi3Ag55bcKrCdt_FWKE6xXKiBC1jxoCnoopomO1ALiI,http://www.charteredaccountants.ie/,finance
Grant Thornton Ireland,Partnership,1001-5000,Undisclosed,Accounting,more than 1000,"accounting, audit, tax",https://media.licdn.com/dms/image/C510BAQGTQ9THJvX3bA/company-logo_200_200/0?e=2132524800&v=beta&t=cyEuNx6y8uNvTbwFllOTmyaEy8RlrYewiVKyefGS7dc,http://www.grantthornton.ie,finance
Permanent Tsb,Public Company,1001-5000,1884,Banking,more than 1000,"consumer banking, business banking, home",https://media.licdn.com/dms/image/C4D0BAQEGzIzihuuVzg/company-logo_200_200/0?e=2132524800&v=beta&t=oA_hY38XLkMDfB8oLUt4C1YZWluFzzmqUsfrqvmI3YE,http://www.permanenttsb.ie,finance
Kbc Bank Ireland,Public Company,1001-5000,1973,Financial Services,more than 1000,"personal banking, mortgages, current account",https://media.licdn.com/dms/image/C4D0BAQHn1Mgd6UH6Zg/company-logo_200_200/0?e=2132524800&v=beta&t=fZzP_WQGIjUBztZ3Zlz_2Y-FR03U6SG2XNJIMtiEItU,http://www.kbc.ie,finance
Allianz Care,Public Company,10001+,2000,Insurance,more than 1000,"international medical health insurance, expat health insurance, life and disability insurance",https://media.licdn.com/dms/image/C4D0BAQGRlsBs9vWRiw/company-logo_200_200/0?e=2132524800&v=beta&t=sEZsq1nJIXU3xpWJf8Am2N6KLaUDfZGjgoYWvJKSNC4,http://www.allianz-care.com,finance
Fenergo,Privately Held,501-1000,2009,Financial Services,more than 1000,"client onboarding software, legal entity data management, customer due diligence (cdd )",https://media.licdn.com/dms/image/C560BAQFOczAQ1GUK4g/company-logo_200_200/0?e=2132524800&v=beta&t=DqKAeAt0cxTcQl9sSPlOvpWrbiuUeWzWy3SiL2_oAn8,http://www.fenergo.com,finance
Institute Of Certified Public Accountants In Ireland (Cpa Ireland),Educational,11-50,1943,Financial Services,more than 1000,"professional accountancy body, regulation, accountancy",https://media.licdn.com/dms/image/C560BAQGg98u8gsWfPA/company-logo_200_200/0?e=2132524800&v=beta&t=C0LQBCn4JpUadIQeVF11z5BOUaO6wIMCjLvPqgIH0dc,http://www.cpaireland.ie,finance
Cr2,Privately Held,201-500,1997,Financial Services,more than 1000,"self-service banking software, atm management solution, internet banking software",https://media.licdn.com/dms/image/C560BAQHW2CH-lYdlFA/company-logo_200_200/0?e=2132524800&v=beta&t=-LgJa3RxIXi8yp5MDcjWX_1rkDQsQTC-lsWK6Y4k_pc,http://www.cr2.com,finance
Davy,Privately Held,501-1000,Undisclosed,Financial Services,more than 1000,"capital markets, corporate finance, private clients",https://media.licdn.com/dms/image/C560BAQH6IkdFgEm3hw/company-logo_200_200/0?e=2132524800&v=beta&t=l9TpwoylMVw0hZOzStkUfm_kcvCE1oHoiP118oc-Vw0,http://www.davy.ie,finance
Fexco,Privately Held,1001-5000,1981,Financial Services,more than 1000,"dynamic currency conversion, retail foreign exchange, multi-currency pricing",https://media.licdn.com/dms/image/C4D0BAQHAGdNaY6-skw/company-logo_200_200/0?e=2132524800&v=beta&t=N4k5RxW3lgAdGuOwYRkIv7beyP3H9NhK2xdcYFCOTc8,http://www.fexco.com,finance
Pramerica,Public Company,1001-5000,2000,Financial Services,more than 1000,"software development, program management, financial services",https://media.licdn.com/dms/image/C4E0BAQEdIlkqLGFDVg/company-logo_200_200/0?e=2132524800&v=beta&t=YaFHSgulztc4Hywa7AjgW4WW1E27V5NHD9m8DdQJnyA,http://www.pramerica.ie,finance
Zurich Ireland,Public Company,501-1000,Undisclosed,Insurance,more than 1000,"pensions, savings & investments, life/protection",https://media.licdn.com/dms/image/C560BAQGe4rO4L2veKA/company-logo_200_200/0?e=2132524800&v=beta&t=-joY4fyAwxut-K9cCi6_uJZF6urUUpKuYcv2ufoaXTg,http://www.zurichlife.ie,finance
Fbd Insurance,Public Company,501-1000,Undisclosed,Insurance,more than 1000,"farm insurance, business insurance, car insurance",https://media.licdn.com/dms/image/C4D0BAQFnbYwX6DsYOg/company-logo_200_200/0?e=2132524800&v=beta&t=lvXX507vkYO97TWcdl7w0byMXhpV4we2ieL-8GH63oU,http://www.fbd.ie,finance
Irish Life,Public Company,1001-5000,1939,Insurance,more than 1000,"pensions, life insurance, investments",https://media.licdn.com/dms/image/C560BAQEK6z5bl34oIQ/company-logo_200_200/0?e=2132524800&v=beta&t=m3URQ0kvigz0k-EHcHN0gFPR8LT1fmW3tUnidm02Urk,http://www.irishlife.ie,finance
Bdo Ireland,Partnership,201-500,1982,Accounting,more than 1000,"audit, tax, advisory",https://media.licdn.com/dms/image/C510BAQHkotZqF-9IGQ/company-logo_200_200/0?e=2132524800&v=beta&t=dkOJuszpkadULnYsI21gLEJ9qW6aBsHttaf_dI2hpjU,http://www.bdo.ie,finance
Investec (Ireland),Public Company,201-500,Undisclosed,Banking,more than 1000,"treasury solutions, wealth & investment, corporate finance",https://media.licdn.com/dms/image/C510BAQGLiQuHbr3jJQ/company-logo_200_200/0?e=2132524800&v=beta&t=byjP2rDtcWPuE9_aNQW_YeFYK1QPljXIeSGP8sb5ZGQ,http://www.investec.ie,finance
Avolon,Privately Held,201-500,2010,Financial Services,more than 1000,"aircraft leasing, aircraft lease management, aircraft asset management",https://media.licdn.com/dms/image/C4D0BAQEF65jkScmd0Q/company-logo_200_200/0?e=2132524800&v=beta&t=QcQ_dPloVisUJIMWEPGGU65l6SZ3C86U-rrTF1g0PTA,http://www.avolon.aero,finance
Savills Ireland,Public Company,201-500,Undisclosed,Real Estate,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQGTqNkS38z4pg/company-logo_200_200/0?e=2132524800&v=beta&t=yS3N0kXyIQHLY_xxsR1_EKFhJZKgtrq47x9gkrVNocs,http://www.savills.ie,finance
New Ireland Assurance,Public Company,501-1000,1918,Financial Services,more than 1000,not specified,https://media.licdn.com/dms/image/C4D0BAQGTwUBe-QyN5w/company-logo_200_200/0?e=2132524800&v=beta&t=QyqHpmSH3NjYTB2zM8q_sv23ljvQVodPW77-973rTkg,http://www.newireland.ie,finance
W&A Professional Services,Partnership,2-10,2009,Accounting,more than 1000,"outsourced finance solutions, accounting & book-keeping services, tax compliance",https://media.licdn.com/dms/image/C560BAQGhxhl6tRdcNw/company-logo_200_200/0?e=2132524800&v=beta&t=UCj_4J1xQyJB-3CuixYbJt3a0BLL0RbCRb1WdzY1nXM,http://www.wheatleyassociates.ie,finance
Accenture Insurance,Public Company,10001+,Undisclosed,Financial Services,more than 1000,"insurance consulting services, insurance software, digital transformation",https://media.licdn.com/dms/image/C4D0BAQEZYm70-M1Nhw/company-logo_200_200/0?e=2132524800&v=beta&t=aKe_HPSUIGjIB9PgMaao5p2LHENeONjNZ7HZ0RkLBms,http://www.accenture.com/us-en/industry/financial-services/insurance/Pages/insurance-index.aspx,finance
Bank Of Ireland Corporate And Markets,Public Company,501-1000,Undisclosed,Financial Services,more than 1000,"corporate banking, treasury solutions",https://media.licdn.com/dms/image/C4E0BAQFqPjNP_JRroA/company-logo_200_200/0?e=2132524800&v=beta&t=R48mS8VzFLGUsKedysUdSFnjWdvsu42HYB2hhNvNYns,http://www.bankofireland.com/corporate,finance
Mazars Ireland,Partnership,201-500,1987,Accounting,more than 1000,"audit & assurance, payroll & financial management, tax",https://media.licdn.com/dms/image/C4D0BAQHNhQd0ldh9vA/company-logo_200_200/0?e=2132524800&v=beta&t=m1yeAeEYqENjfbkY4FgRJXVcypbYdcZlThp9OfB3LLM,http://www.mazars.ie,finance
Aon Centre For Innovation And Analytics (Acia),Public Company,201-500,Undisclosed,Financial Services,more than 1000,"analytics, business intelligence, big data",https://media.licdn.com/dms/image/C4D0BAQFQviuyBqqtQQ/company-logo_200_200/0?e=2132524800&v=beta&t=bt-rczdxVRwP9UDraE-98NeZg6JyoBC_TsACGeXinV8,http://www.aon.com/home/capabilities/data-and-analytics.html,finance
Planet,Privately Held,1001-5000,1985,Financial Services,more than 1000,"tax free shopping, dynamic currency conversion, card payments",https://media.licdn.com/dms/image/C560BAQEDkWmVN2P7hw/company-logo_200_200/0?e=2132524800&v=beta&t=144pz5II8j2B0dCXGaaBIByEcD6NJFbZHmZ7Kwk_KNU,http://www.fintrax.com/,finance
Rsa Insurance Ireland.,Public Company,501-1000,Undisclosed,Insurance,more than 1000,"property insurance (home and commercial), sme insurance, large and multi-national business insurance",https://media.licdn.com/dms/image/C560BAQHNv6DioGrUJA/company-logo_200_200/0?e=2132524800&v=beta&t=M00ImZ9BbXIbtalX_X1h2p85qCv1n4kd9Tnc1xvuIcY,http://www.rsagroup.ie,finance
Sherry Fitzgerald,Privately Held,201-500,1982,Real Estate,more than 1000,"residential property sales, lettings, new homes",https://media.licdn.com/dms/image/C560BAQGxOIFlYApeVQ/company-logo_200_200/0?e=2132524800&v=beta&t=YPdc1V8pjyz-iOavXsppz6PrUoiL-NQ6WXfukrIYPgA,http://www.sherryfitz.ie,finance
National Treasury Management Agency,Government Agency,501-1000,1990,Financial Services,more than 1000,"treasury management, project finance, corporate finance",https://media.licdn.com/dms/image/C4E0BAQEzSvfPJzepug/company-logo_200_200/0?e=2132524800&v=beta&t=Ne0MTpNKX7W0c3cXLxkuPCy6aBYgG49MSRHvX92iPy0,http://www.ntma.ie,finance
"Laya Healthcare, Looking After You Always",Privately Held,201-500,2012,Insurance,more than 1000,"health and wellness, occupational health services, specialised cardiac screening with ""heartbeat""​",https://media.licdn.com/dms/image/C510BAQGzsD9JvTnBXQ/company-logo_200_200/0?e=2132524800&v=beta&t=kP9vdJhbaro1DW0auUstbLJCQ-vewT_d5tkPvkLoEbk,http://www.layahealthcare.ie,finance
Irish Stock Exchange,Privately Held,51-200,1793,Financial Services,more than 1000,"listing debt, listing companies, market data",https://media.licdn.com/dms/image/C4E0BAQHZwPJN_SKIOw/company-logo_200_200/0?e=2132524800&v=beta&t=ywhCQDlUgRGso9o-BRja-pgyBoXvUxzuMKvV2tJx838,http://www.ise.ie,finance
Goodbody,Public Company,201-500,1877,Financial Services,more than 1000,"wealth management, investment management service incorporating equities, bonds",https://media.licdn.com/dms/image/C510BAQFC77laXMIAPQ/company-logo_200_200/0?e=2132524800&v=beta&t=OVKYEgbVK2e-M37mrb7FIQAk6Sgo7o3w8VVptoTRZKs,http://www.goodbody.ie,finance
The Aa (Ireland),Privately Held,201-500,1910,Insurance,more than 1000,"car insurance, home insurance, aa membership",https://media.licdn.com/dms/image/C560BAQH-pK5T0IGBYg/company-logo_200_200/0?e=2132524800&v=beta&t=EfwuUY2UGEzXWqdTbtdz6PEg92EaE0QHYZwkJEv9lnU,http://www.theaa.ie,finance
Sophis,Privately Held,201-500,1985,Financial Services,more than 1000,"financial software, risk management, portfolio management",https://media.licdn.com/dms/image/C560BAQEnZvCUrVL0Vg/company-logo_200_200/0?e=2132524800&v=beta&t=rURr0TP9lobukvLYQrgW70k1R95bokIdd_IQ_8t5-Ns,http://www.sophis.net,finance
Certus,Privately Held,201-500,2010,Financial Services,more than 1000,"loan servicing, arrears management, corporate debt management & recovery",https://media.licdn.com/dms/image/C4E0BAQGQkrVDzHfA2w/company-logo_200_200/0?e=2132524800&v=beta&t=muRL593V0V1lLJ4ymCLvIxJfeYq3SYwax8fnQJdCASw,http://www.certus.ie,finance
Irish Funds,Non Profit,2-10,1991,Financial Services,more than 1000,not specified,https://media.licdn.com/dms/image/C4E0BAQG0Ud41s6Tjcg/company-logo_200_200/0?e=2132524800&v=beta&t=7vu60TAk6iH3-ne__Lf-_aCnjpJeSmlYieOJnuMhJ_w,http://www.irishfunds.ie/,finance
Payme Powered By Aztec Exchange,Privately Held,11-50,2012,Financial Services,more than 1000,"e-invoicing, trade finance, export finance",https://media.licdn.com/dms/image/C4D0BAQGNEgAXk73Wqg/company-logo_200_200/0?e=2132524800&v=beta&t=B4969e2xqj8BVRC2X-aGOX-25ijWvEh_R65xPwC-h6A,http://www.aztecexchange.com,finance
Mediolanum Irish Operations,Public Company,51-200,1997,Financial Services,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQFf9FsMeTqIlw/company-logo_200_200/0?e=2132524800&v=beta&t=igCHMs-Hu7ESlq5PxVzxUlxEL0buxi7MPSC1Jh6ohSo,http://www.mediolanum.ie,finance
Generali Paneurope,Privately Held,51-200,1999,Insurance,more than 1000,"wealth protection, investment planning, employee benefits",https://media.licdn.com/dms/image/C560BAQEzq2h7KeMNPg/company-logo_200_200/0?e=2132524800&v=beta&t=0j0AGVvSa0EGxsnHyZG0AVAh0LrQk3fGU3wbUxDrf7s,http://www.generalipaneurope.ie,finance
Taxback.Com,Privately Held,501-1000,1996,Financial Services,more than 1000,"tax refunds, international tax, vat reclaim",https://media.licdn.com/dms/image/C4E0BAQEmEv1WRO4afQ/company-logo_200_200/0?e=2132524800&v=beta&t=l0rJHvYCxbBv1MRJTrMZor8GCRCU4KN_9RE6V9cyjZ4,http://www.taxback.com,finance
Irish Life & Permanent,Public Company,1001-5000,1999,Financial Services,more than 1000,"life assurance, asset management, pensions",https://media.licdn.com/dms/image/C560BAQHop7Itf3cl9g/company-logo_200_200/0?e=2132524800&v=beta&t=GffOEji6ZLmpyvFpPkotnyk3uopj8Wi-rWilMfUGkA0,http://www.permanenttsbgroup.ie,finance
Fenero | Personal Tax Solutions,Privately Held,11-50,Undisclosed,Accounting,more than 1000,"tax compliant contractor solutions, minimisation of tax liabilities, entitlement to social welfare benefits",https://media.licdn.com/dms/image/C510BAQH15D_D1ffKUg/company-logo_200_200/0?e=2132524800&v=beta&t=7sElY1gAyAC_lsn7XcprypJ0kEkwvyjeGUMgPlN28U8,http://www.fenero.ie,finance
Friends First,Privately Held,201-500,1834,Financial Services,more than 1000,"life insurance, income protection, group protection",https://media.licdn.com/dms/image/C560BAQGcQr6oTcwZ1w/company-logo_200_200/0?e=2132524800&v=beta&t=oMbPKiWr16lcFxYLHopGUdgg_GZ-9Ibup3q-WHJPraE,http://www.friendsfirst.ie,finance
Meridian Global Services,Privately Held,201-500,1990,Financial Services,more than 1000,"vat registrations, vat returns managment, vat consulting",https://media.licdn.com/dms/image/C510BAQFZFTgR3gX1rg/company-logo_200_200/0?e=2132524800&v=beta&t=lOnpsxW-iHTQ9i7o0UhMB6CuwMjC6tCTxZwA1TMGkvk,http://www.meridianglobalservices.com/,finance
Lisney Ireland,Privately Held,51-200,1934,Real Estate,more than 1000,"commercial agency, residential sales & lettings, recovery consultancy services",https://media.licdn.com/dms/image/C560BAQFXWQ6AbiqKPw/company-logo_200_200/0?e=2132524800&v=beta&t=3tyZg-amnCqQ6jqflvkGxJXNse9vA2hEHgYNNDMZ2CQ,http://www.lisney.com,finance
Currencyfair.Com,Privately Held,51-200,2009,Financial Services,more than 1000,"online foreign exchange transfers, international money transfer, currency exchange",https://media.licdn.com/dms/image/C4D0BAQHGF4t4W6wLgw/company-logo_200_200/0?e=2132524800&v=beta&t=cKZDPFQC-uZdsqu7jtWYkr1iI4yBOA4hShxokNsOpyE,http://www.currencyfair.com,finance
Transfermate Global Payments,Privately Held,51-200,2008,Financial Services,more than 1000,"foreign exchange payments, international money transfer, currency exchange",https://media.licdn.com/dms/image/C510BAQEGs65r5kCjDQ/company-logo_200_200/0?e=2132524800&v=beta&t=DR0wrD_P4UInpg3-T35jtTQLjO_rDTmcW8U6SbrVz0Q,http://www.transfermate.com,finance
Sentenial - Better Payments,Privately Held,51-200,2003,Financial Services,more than 1000,"sepa direct debit sdd, sepa, sepa payments",https://media.licdn.com/dms/image/C4E0BAQG4Yj0FKtU_iA/company-logo_200_200/0?e=2132524800&v=beta&t=g3lBW40PywGQptA0eePFBYWYa9ysvWac2duDSDkTP9w,http://www.sentenial.com,finance
Cushman & Wakefield Ireland,Privately Held,51-200,Undisclosed,Real Estate,more than 1000,"offices, investments, retail",https://media.licdn.com/dms/image/C560BAQHxtOyDpbcK4w/company-logo_200_200/0?e=2132524800&v=beta&t=nm5VU8FTcR5tRxFv8n91mJYhy_3aBShSd9NC-po6EZ0,http://www.cushmanwakefield.ie,finance
Depfa Bank,Public Company,501-1000,Undisclosed,Banking,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQFz1h16z8WjRQ/company-logo_200_200/0?e=2132524800&v=beta&t=Bqg37Px1iLY5P06OAMarmyzCQxRssXKFqe2iKQk-oO8,http://www.depfa.com/,finance
Association Of Compliance Officers In Ireland,Non Profit,2-10,2002,Financial Services,more than 1000,not specified,https://media.licdn.com/dms/image/C4D0BAQEztK6juv4EtA/company-logo_200_200/0?e=2132524800&v=beta&t=c5JOMpP3BQw5mmFj6x7szNKrvSR0tfGF-AKhu8xHnJo,http://www.acoi.ie,finance
Insurance Ireland,Non Profit,11-50,1986,Insurance,more than 1000,not specified,https://media.licdn.com/dms/image/C560BAQH8XKMpTR_rKw/company-logo_200_200/0?e=2132524800&v=beta&t=ApwVLZqPMe1y3jYdscpMgw3R3H2Iwr0XXjtwPUPCMkU,http://www.insuranceireland.eu,finance
